date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:41:43	410728/410728	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Oct%202022%2009:42:56%20GMT	https://wanjerisolutions.com/shop/writing-accounts/writing-accounts/shopping-cart-2.svg	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/shop/writing-accounts/writing-accounts/shopping-cart-2.svg	(from https://wanjerisolutions.com/shop/writing-accounts/writing-accounts/)
12:41:44	12238/12238	---M--	200	added ('OK')	image/png	date:Sun,%2014%20Aug%202022%2014:58:48%20GMT	https://wanjerisolutions.com/wp-content/uploads/2022/08/1-1-300x300-1-150x150.png	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-content/uploads/2022/08/1-1-300x300-1-150x150.png	(from https://wanjerisolutions.com/shop/writing-accounts/writing-accounts/)
12:41:44	8013/8013	---M--	200	added ('OK')	image/png	date:Sun,%2014%20Aug%202022%2015:20:16%20GMT	https://wanjerisolutions.com/wp-content/uploads/2022/08/3-1-300x300-1-150x150.png	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-content/uploads/2022/08/3-1-300x300-1-150x150.png	(from https://wanjerisolutions.com/shop/writing-accounts/writing-accounts/)
12:41:44	19650/19650	---M--	200	added ('OK')	image/png	date:Sun,%2014%20Aug%202022%2015:08:05%20GMT	https://wanjerisolutions.com/wp-content/uploads/2022/08/2-1-300x300-1.png	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-content/uploads/2022/08/2-1-300x300-1.png	(from https://wanjerisolutions.com/shop/writing-accounts/writing-accounts/)
12:41:45	2666/2666	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2018%20May%202021%2017:00:20%20GMT	https://c0.wp.com/p/woocommerce/7.0.0/assets/js/zoom/jquery.zoom.min.js	D:/Jomwanje's%20Production%20Tools/Wanjeri/c0.wp.com/p/woocommerce/7.0.0/assets/js/zoom/jquery.zoom.min.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-accounts/)
12:41:45	22741/22741	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2023%20Aug%202022%2022:07:06%20GMT	https://c0.wp.com/p/woocommerce/7.0.0/assets/js/flexslider/jquery.flexslider.min.js	D:/Jomwanje's%20Production%20Tools/Wanjeri/c0.wp.com/p/woocommerce/7.0.0/assets/js/flexslider/jquery.flexslider.min.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-accounts/)
12:41:46	6325/6325	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Jul%202022%2019:16:40%20GMT	https://c0.wp.com/p/woocommerce/7.0.0/assets/js/frontend/single-product.min.js	D:/Jomwanje's%20Production%20Tools/Wanjeri/c0.wp.com/p/woocommerce/7.0.0/assets/js/frontend/single-product.min.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-accounts/)
12:41:49	418075/418075	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Oct%202022%2009:42:59%20GMT	https://wanjerisolutions.com/product-tag/academic-writing-accounts/	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/product-tag/academic-writing-accounts/index.html	(from https://wanjerisolutions.com/shop/writing-accounts/writing-accounts/)
12:41:50	418003/418003	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Oct%202022%2009:42:59%20GMT	https://wanjerisolutions.com/product-tag/edusson/	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/product-tag/edusson/index.html	(from https://wanjerisolutions.com/shop/writing-accounts/writing-accounts/)
12:41:50	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2016%20Oct%202022%2009:43:00%20GMT	https://wanjerisolutions.com/shop/writing-accounts/writing-accounts/?add-to-cart=49	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/shop/writing-accounts/writing-accounts/index3871.html	(from https://wanjerisolutions.com/shop/writing-accounts/writing-accounts/)
12:41:50	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2016%20Oct%202022%2009:43:01%20GMT	https://wanjerisolutions.com/shop/writing-accounts/writing-accounts/?add-to-cart=51	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/shop/writing-accounts/writing-accounts/index0d9f.html	(from https://wanjerisolutions.com/shop/writing-accounts/writing-accounts/)
12:41:51	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2016%20Oct%202022%2009:43:04%20GMT	https://wanjerisolutions.com/shop/writing-accounts/writing-accounts/?add-to-cart=45	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/shop/writing-accounts/writing-accounts/indexec93.html	(from https://wanjerisolutions.com/shop/writing-accounts/writing-accounts/)
12:41:51	1617/1617	---M-Z	200	added ('OK')	application/json	date:Sun,%2016%20Oct%202022%2009:43:04%20GMT	https://wanjerisolutions.com/wp-json/wp/v2/product/51	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-json/wp/v2/product/51.json	(from https://wanjerisolutions.com/shop/writing-accounts/51/)
12:41:52	2612/2612	---M-Z	200	added ('OK')	application/json	date:Sun,%2016%20Oct%202022%2009:43:05%20GMT	https://wanjerisolutions.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwanjerisolutions.com%2Fshop%2Fwriting-accounts%2F51%2F	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-json/oembed/1.0/embed0eae.json	(from https://wanjerisolutions.com/shop/writing-accounts/51/)
12:41:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2016%20Oct%202022%2009:43:05%20GMT	https://wanjerisolutions.com/?p=51	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/index8cf7.html	(from https://wanjerisolutions.com/shop/writing-accounts/51/)
12:41:54	2716/2716	---M-Z	200	added ('OK')	text/xml	date:Sun,%2016%20Oct%202022%2009:43:07%20GMT	https://wanjerisolutions.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwanjerisolutions.com%2Fshop%2Fwriting-accounts%2F51%2F&format=xml	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-json/oembed/1.0/embedb4e8	(from https://wanjerisolutions.com/shop/writing-accounts/51/)
12:41:54	19322/19322	---M--	200	added ('OK')	image/png	date:Sun,%2014%20Aug%202022%2015:24:39%20GMT	https://wanjerisolutions.com/wp-content/uploads/2022/08/4-1-300x300-1.png	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-content/uploads/2022/08/4-1-300x300-1.png	(from https://wanjerisolutions.com/shop/writing-accounts/51/)
12:41:56	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2016%20Oct%202022%2009:43:09%20GMT	https://wanjerisolutions.com/shop/writing-accounts/51/?add-to-cart=45	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/shop/writing-accounts/51/indexec93.html	(from https://wanjerisolutions.com/shop/writing-accounts/51/)
12:41:57	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2016%20Oct%202022%2009:43:10%20GMT	https://wanjerisolutions.com/shop/writing-accounts/51/?add-to-cart=49	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/shop/writing-accounts/51/index3871.html	(from https://wanjerisolutions.com/shop/writing-accounts/51/)
12:41:57	1526/1526	---M-Z	200	added ('OK')	application/json	date:Sun,%2016%20Oct%202022%2009:43:10%20GMT	https://wanjerisolutions.com/wp-json/wp/v2/product/49	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-json/wp/v2/product/49.json	(from https://wanjerisolutions.com/shop/writing-accounts/studypool-rising-star/)
12:41:58	2653/2653	---M-Z	200	added ('OK')	application/json	date:Sun,%2016%20Oct%202022%2009:43:11%20GMT	https://wanjerisolutions.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwanjerisolutions.com%2Fshop%2Fwriting-accounts%2Fstudypool-rising-star%2F	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-json/oembed/1.0/embed0e93.json	(from https://wanjerisolutions.com/shop/writing-accounts/studypool-rising-star/)
12:41:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2016%20Oct%202022%2009:43:11%20GMT	https://wanjerisolutions.com/?p=49	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/index0012.html	(from https://wanjerisolutions.com/shop/writing-accounts/studypool-rising-star/)
12:42:00	416811/416811	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Oct%202022%2009:43:12%20GMT	https://wanjerisolutions.com/shop/writing-accounts/studypool-rising-star/shopping-cart-2.svg	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/shop/writing-accounts/studypool-rising-star/shopping-cart-2.svg	(from https://wanjerisolutions.com/shop/writing-accounts/studypool-rising-star/)
12:42:00	8846/8846	---M--	200	added ('OK')	image/png	date:Sun,%2014%20Aug%202022%2015:08:05%20GMT	https://wanjerisolutions.com/wp-content/uploads/2022/08/2-1-300x300-1-150x150.png	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-content/uploads/2022/08/2-1-300x300-1-150x150.png	(from https://wanjerisolutions.com/shop/writing-accounts/studypool-rising-star/)
12:42:00	8650/8650	---M--	200	added ('OK')	image/png	date:Sun,%2014%20Aug%202022%2015:24:39%20GMT	https://wanjerisolutions.com/wp-content/uploads/2022/08/4-1-300x300-1-150x150.png	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-content/uploads/2022/08/4-1-300x300-1-150x150.png	(from https://wanjerisolutions.com/shop/writing-accounts/studypool-rising-star/)
12:42:05	421385/421385	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Oct%202022%2009:43:15%20GMT	https://wanjerisolutions.com/product-tag/sudypool/	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/product-tag/sudypool/index.html	(from https://wanjerisolutions.com/shop/writing-accounts/studypool-rising-star/)
12:42:06	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2016%20Oct%202022%2009:43:16%20GMT	https://wanjerisolutions.com/shop/writing-accounts/studypool-rising-star/?add-to-cart=51	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/shop/writing-accounts/studypool-rising-star/index0d9f.html	(from https://wanjerisolutions.com/shop/writing-accounts/studypool-rising-star/)
12:42:06	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2016%20Oct%202022%2009:43:16%20GMT	https://wanjerisolutions.com/shop/writing-accounts/studypool-rising-star/?add-to-cart=45	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/shop/writing-accounts/studypool-rising-star/indexec93.html	(from https://wanjerisolutions.com/shop/writing-accounts/studypool-rising-star/)
12:42:06	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2016%20Oct%202022%2009:43:16%20GMT	https://wanjerisolutions.com/shop/writing-accounts/studypool-rising-star/?add-to-cart=47	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/shop/writing-accounts/studypool-rising-star/index1e32.html	(from https://wanjerisolutions.com/shop/writing-accounts/studypool-rising-star/)
12:42:07	71098/71098	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2012:04:30%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/vendor/lodash.min.js?ver=4.17.19	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/vendor/lodash.minf492.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:07	11324/11324	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Apr%202022%2015:12:47%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/vendor/react.min.js?ver=17.0.1	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/vendor/react.minbc7c.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:07	19142/19142	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2012:04:30%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:07	6475/6475	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2012:04:30%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:08	55099/55099	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2011%20Oct%202022%2019:59:50%20GMT	https://wanjerisolutions.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/blocks-checkout.js?ver=284fe2a81c2018b9c52e44d63387db63	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/blocks-checkout2588.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:08	9617/9617	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2011%20Oct%202022%2019:59:50%20GMT	https://wanjerisolutions.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-registry.js?ver=8e8154703a010d635c0c1a1766b9ca35	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-registrya902.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:08	812/812	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2012:04:30%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/deprecated.min.js?ver=96593d5d272d008fbcb6912fa0b86778	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/deprecated.min7e39.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:09	4910/4910	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2012:04:30%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/hooks.min.js?ver=c6d64f2cb8f5c6bb49caca37f8828ce3	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/hooks.mincbb5.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:09	10960/10960	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Apr%202022%2015:12:47%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/element.min.js?ver=3dfdc75a0abf30f057df44e9a39abe5b	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/element.min6838.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:09	118430/118430	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Apr%202022%2015:12:47%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/vendor/react-dom.min.js?ver=17.0.1	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/vendor/react-dom.minbc7c.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:09	1139/1139	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2012:04:30%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/escape-html.min.js?ver=00a5735837e9efe13da1d979f16a7105	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/escape-html.min7a51.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:10	7304/7304	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2011%20Oct%202022%2019:59:50%20GMT	https://wanjerisolutions.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-settings.js?ver=c6d23997e3df41b18fe294b762f4d056	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-settingse972.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:10	10222/10222	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Apr%202022%2015:12:47%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/i18n.min.js?ver=ebee46757c6a411e38fd079a7ac71d94	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/i18n.min771a.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:10	5325/5325	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Apr%202022%2015:12:47%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/api-fetch.min.js?ver=63050163caffa6aac54e9ebf21fe0472	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/api-fetch.minc92a.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:10	4891/4891	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Apr%202022%2015:12:47%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/url.min.js?ver=16385e4d69da65c7283790971de6b297	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/url.min086b.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:11	33896/33896	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2004%20Jul%202022%2012:10:37%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/compose.min.js?ver=e52c48958a19b766c6a9d28c02d53575	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/compose.min0fbb.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:11	12690/12690	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Apr%202022%2015:12:47%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/dom.min.js?ver=3c10edc1abf3fbbc79f17fd7d1d332eb	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/dom.min5bbc.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:12	1097/1097	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2012:04:30%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/is-shallow-equal.min.js?ver=649feec00389556f8015a6b97efc1cb1	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/is-shallow-equal.min2076.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:12	3169/3169	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2012:04:30%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/keycodes.min.js?ver=84a0e6bbcf0b9e1ea0184c3f2bf28022	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/keycodes.min0597.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:12	1061/1061	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2012:04:30%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/priority-queue.min.js?ver=efad6460ae6b28406d39866cb10731e0	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/priority-queue.min5ca8.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:12	27801/27801	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2004%20Jul%202022%2012:10:37%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/data.min.js?ver=6c1ab5799c4b061254d313d2d8d9fb87	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/data.mine262.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:13	8907/8907	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2012:04:30%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/redux-routine.min.js?ver=5156478c032ea85a2bbdceeb7a43b0c1	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/redux-routine.min45f9.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:13	2354/2354	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Apr%202022%2015:12:47%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/primitives.min.js?ver=cadf5cfaabdb15c8c8fc440547afe919	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/primitives.min85e8.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:13	392/392	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2012:04:30%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/warning.min.js?ver=b9190af8fc6a3a48c580473c6f337b88	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/warning.mincfa1.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:13	33758/33758	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2011%20Oct%202022%2019:59:50%20GMT	https://wanjerisolutions.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-data.js?ver=c4782bb69c6088a91e3c9e57eec438e2	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-data740f.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:14	1633/1633	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2012:04:30%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/data-controls.min.js?ver=6a75067d86cf9ab901a4646595575446	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/data-controls.min58fd.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:14	837/837	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2012:04:30%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/html-entities.min.js?ver=c6385fb7cd9fdada1cf8892a545f8a26	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/html-entities.min349a.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:14	2399/2399	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2012:04:30%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/notices.min.js?ver=e44820c667bf205cacdfc48cbeb3c2e6	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/notices.mina7df.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:15	2013/2013	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2011%20Oct%202022%2019:59:51%20GMT	https://wanjerisolutions.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-middleware.js?ver=4762048a52298c3edbcd0e8c86a24331	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-middleware72cc.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:15	4316/4316	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2011%20Oct%202022%2019:59:50%20GMT	https://wanjerisolutions.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-shared-hocs.js?ver=5b7a5ba123a336c3d7159fe4181e375b	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-shared-hocs751f.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:15	3511/3511	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2011%20Oct%202022%2019:59:50%20GMT	https://wanjerisolutions.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-shared-context.js?ver=38b8e4943a99efd126c509a65df0688e	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-shared-contextbce4.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:15	2703/2703	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2011%20Oct%202022%2019:59:51%20GMT	https://wanjerisolutions.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/price-format.js?ver=83a0ea7448c2abea6bbfc3ff5713212f	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/price-format4a75.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:16	2508/2508	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2012:04:30%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/a11y.min.js?ver=a38319d7ba46c6e60f7f9d4c371222c5	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/a11y.min416f.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:16	498/498	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2012:04:30%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/dom-ready.min.js?ver=d996b53411d1533a84951212ab6ac4ff	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/dom-ready.min9aec.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:16	5738/5738	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2012:04:30%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/autop.min.js?ver=21d1d6c005241b908b592f52ad684a28	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/autop.min5b69.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:16	4964/4964	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2004%20Jul%202022%2012:10:37%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/plugins.min.js?ver=f885533aefb501e1eedcbd4a9d04ca70	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/plugins.mind72e.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
12:42:17	2625/2625	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2012:04:30%20GMT	https://wanjerisolutions.com/wp-includes/js/dist/wordcount.min.js?ver=fb8056c75aa0a0569f7ea3ceae97fbc6	D:/Jomwanje's%20Production%20Tools/Wanjeri/wanjerisolutions.com/wp-includes/js/dist/wordcount.mina679.js	(from https://wanjerisolutions.com/shop/writing-accounts/writing-creek/)
